,min,max,default,share_group,step,code,unit,disabled,cache_error,permitted_values
capacity_of_energy_heat_flexibility_p2h_heatpump_electricity,0.0,1728.7544596697612,0.0,,0.1,capacity_of_energy_heat_flexibility_p2h_heatpump_electricity,MW,,,
capacity_of_energy_hydrogen_flexibility_p2g_electricity,0.0,75000.0,0.0,,0.01,capacity_of_energy_hydrogen_flexibility_p2g_electricity,MW,,,
capacity_of_energy_flexibility_pumped_storage_electricity,0.0,7860.122076674277,0.0,,0.1,capacity_of_energy_flexibility_pumped_storage_electricity,MW,,,
capacity_of_energy_flexibility_hv_opac_electricity,0.0,7860.122076674277,0.0,,0.1,capacity_of_energy_flexibility_hv_opac_electricity,MW,,,
capacity_of_energy_flexibility_mv_batteries_electricity,0.0,7860.122076674277,0.0,,0.1,capacity_of_energy_flexibility_mv_batteries_electricity,MW,,,
initial_updates_interconnector_prices,0.0,0.0,0.0,,0.01,initial_updates_interconnector_prices,#,,,
settings_weather_curve_set,,,default,,,settings_weather_curve_set,enum,,,"['default', '1987', '1997', '2004']"
initial_updates_interconnector_curves,0.0,0.0,0.0,,0.01,initial_updates_interconnector_curves,#,,,
initial_updates_preset_demands,2008.0,2050.0,2040.0,,0.01,initial_updates_preset_demands,#,,,
initial_updates_max_demands,2008.0,2050.0,2040.0,,0.01,initial_updates_max_demands,#,,,
settings_enable_merit_order,0.0,1.0,1.0,,1.0,settings_enable_merit_order,x,,,
employment_local_fraction,0.0,100.0,20.0,,0.1,employment_local_fraction,%,,,
employment_economic_multiplier,1.0,3.0,1.0,,0.1,employment_economic_multiplier,x,,,
employment_fraction_production,0.0,90.0,50.0,,0.1,employment_fraction_production,%,,,
energy_mix_capacity_per_unit_wind_turbine_inland,0.1,20.0,3.0,,0.1,energy_mix_capacity_per_unit_wind_turbine_inland,MWoutput,,,
policy_cost_total_energy_cost,-100.0,500.0,0.0,,1.0,policy_cost_total_energy_cost,%,,,
policy_area_onshore_land,0.0,4927.59,5.073302469135802,,0.1,policy_area_onshore_land,km2,,,
policy_cost_electricity_cost,-100.0,500.0,0.0,,1.0,policy_cost_electricity_cost,%,,,
policy_sustainability_renewable_percentage,0.0,100.0,7.267243264542286,,0.1,policy_sustainability_renewable_percentage,%,,,
policy_area_onshore_coast,0.0,1.839,0.0,,0.1,policy_area_onshore_coast,km,,,
policy_sustainability_co2_emissions,-100.0,50.0,0.0,,0.1,policy_sustainability_co2_emissions,%,,,
policy_area_land_for_solar_panels,0.0,4927.59,0.24090093553761377,,0.1,policy_area_land_for_solar_panels,km2,,,
policy_cost_energy_use,-100.0,50.0,0.0,,0.1,policy_cost_energy_use,%,,,
policy_area_offshore,0.0,12500.0,0.0,,0.1,policy_area_offshore,km2,,,
policy_area_green_gas,0.0,8880.45,0.0,,0.01,policy_area_green_gas,km2,,,
policy_grid_baseload_maximum,0.0,100.0,60.0,,0.1,policy_grid_baseload_maximum,%,,,
policy_dependence_max_dependence,0.0,100.0,50.0,,0.1,policy_dependence_max_dependence,%,,,
policy_area_land_for_csp,0.0,4927.59,0.0,,0.1,policy_area_land_for_csp,km2,True,,
policy_grid_intermittent_maximum,0.0,100.0,30.0,,0.1,policy_grid_intermittent_maximum,%,,,
policy_area_roofs_for_solar_panels,0.0,86.47035732,1.8793488175739346,,0.01,policy_area_roofs_for_solar_panels,km2,,,
policy_dependence_max_electricity_dependence,0.0,100.0,50.0,,0.1,policy_dependence_max_electricity_dependence,%,,,
policy_area_biomass,0.0,8880.45,1291.2787385681254,,0.01,policy_area_biomass,km2,,,
investment_costs_water_mountains,-100.0,300.0,0.0,,1.0,investment_costs_water_mountains,%,True,,
om_costs_combustion_oil_plant,-100.0,300.0,0.0,,1.0,om_costs_combustion_oil_plant,%,,,
investment_costs_hydrogen_electrolysis,-100.0,300.0,0.0,,1.0,investment_costs_hydrogen_electrolysis,%,,,
costs_wacc_public_infrastructure,0.0,15.0,3.0,,0.1,costs_wacc_public_infrastructure,%,,,
om_costs_combustion_waste_incinerator,-100.0,300.0,0.0,,1.0,om_costs_combustion_waste_incinerator,%,,,
costs_hydrogen_transport_pipelines,0.0,100.0,1.5706418061897514,,0.01,costs_hydrogen_transport_pipelines,euro,,,
investment_costs_power_to_gas,-100.0,300.0,0.0,,1.0,investment_costs_power_to_gas,%,,,
investment_costs_electric_heat_pumps,-100.0,300.0,0.0,,1.0,investment_costs_electric_heat_pumps,%,,,
om_costs_water_river,-100.0,300.0,0.0,,1.0,om_costs_water_river,%,,,
investment_costs_geothermal,-100.0,300.0,0.0,,1.0,investment_costs_geothermal,%,,,
investment_costs_solar_solar_panels,-100.0,300.0,0.0,,1.0,investment_costs_solar_solar_panels,%,,,
om_costs_co2_storage,-100.0,300.0,0.0,,1.0,om_costs_co2_storage,%,,,
costs_bio_ethanol,0.0,10.0,0.9482455179824159,,0.1,costs_bio_ethanol,euro,,,
om_costs_nuclear_nuclear_plant,-100.0,300.0,0.0,,1.0,om_costs_nuclear_nuclear_plant,%,,,
investment_costs_solar_thermal,-100.0,300.0,0.0,,1.0,investment_costs_solar_thermal,%,,,
investment_costs_wind_onshore,-100.0,300.0,0.0,,1.0,investment_costs_wind_onshore,%,,,
investment_costs_combustion_coal_plant,-100.0,300.0,0.0,,1.0,investment_costs_combustion_coal_plant,%,,,
investment_costs_nuclear_nuclear_plant,-100.0,300.0,0.0,,1.0,investment_costs_nuclear_nuclear_plant,%,,,
costs_hydrogen_transport_compressed_trucks,0.0,100.0,50.08226477935054,,0.01,costs_hydrogen_transport_compressed_trucks,euro,,,
costs_infrastructure_electricity_mv_hv_trafo,0.0,1500.0,250.0,,1.0,costs_infrastructure_electricity_mv_hv_trafo,euro,,,
investment_costs_energy_flexibility_mv_batteries_electricity,-100.0,300.0,0.0,,1.0,investment_costs_energy_flexibility_mv_batteries_electricity,%,,,
investment_costs_co2_capture_industry,-100.0,300.0,0.0,,1.0,investment_costs_co2_capture_industry,%,,,
om_costs_water_mountains,-100.0,300.0,0.0,,1.0,om_costs_water_mountains,%,True,,
costs_uranium,0.0,800.0,69.10000000000218,,1.0,costs_uranium,euro,,,
costs_greengas,0.0,200.0,63.56999879999999,,1.0,costs_greengas,euro,,,
investment_costs_water_river,-100.0,300.0,0.0,,1.0,investment_costs_water_river,%,,,
om_costs_co2_ccs,-100.0,300.0,0.0,,1.0,om_costs_co2_ccs,%,,,
costs_wacc_unproven_technologies,0.0,15.0,7.0,,0.1,costs_wacc_unproven_technologies,%,,,
investment_costs_co2_utilisation,-100.0,300.0,0.0,,1.0,investment_costs_co2_utilisation,%,,,
costs_industry_residual_heat,-100.0,300.0,0.0,,1.0,costs_industry_residual_heat,%,,,
costs_hydrogen,0.0,200.0,60.163012800000004,,0.1,costs_hydrogen,euro,,,
investment_costs_energy_flexibility_hv_opac_electricity,-100.0,300.0,0.0,,1.0,investment_costs_energy_flexibility_hv_opac_electricity,%,,,
investment_costs_electric_cars,0.0,25000.0,0.0,,250.0,investment_costs_electric_cars,euro,,,
costs_heat_network_storage,0.0,200.0,43.2,,0.01,costs_heat_network_storage,euro,,,
investment_costs_combustion_waste_incinerator,-100.0,300.0,0.0,,1.0,investment_costs_combustion_waste_incinerator,%,,,
om_costs_geothermal,-100.0,300.0,0.0,,1.0,om_costs_geothermal,%,,,
costs_biodiesel,0.0,10.0,0.9588091404958679,,0.1,costs_biodiesel,euro,,,
investment_costs_combustion_biomass_plants,-100.0,300.0,0.0,,1.0,investment_costs_combustion_biomass_plants,%,,,
costs_heat_infra_indoors,0.0,300.0,100.0,,1.0,costs_heat_infra_indoors,%,,,
investment_costs_combustion_gas_plant,-100.0,300.0,0.0,,1.0,investment_costs_combustion_gas_plant,%,,,
investment_costs_co2_storage,-100.0,300.0,0.0,,1.0,investment_costs_co2_storage,%,,,
costs_infrastructure_electricity_lv_mv_trafo,0.0,1500.0,200.0,,1.0,costs_infrastructure_electricity_lv_mv_trafo,euro,,,
om_costs_co2_utilisation,-100.0,300.0,0.0,,1.0,om_costs_co2_utilisation,%,,,
costs_infrastructure_electricity_hv_net,0.0,1500.0,364.0,,1.0,costs_infrastructure_electricity_hv_net,euro,,,
costs_coal,0.0,500.0,83.50712518132947,,1.0,costs_coal,dollar,,,
om_costs_combustion_biomass_plant,-100.0,300.0,0.0,,1.0,om_costs_combustion_biomass_plant,%,,,
investment_costs_co2_ccs,-100.0,300.0,0.0,,1.0,investment_costs_co2_ccs,%,,,
om_costs_co2_transport,-100.0,300.0,0.0,,1.0,om_costs_co2_transport,%,,,
investment_costs_electric_boilers,-100.0,300.0,0.0,,1.0,investment_costs_electric_boilers,%,,,
investment_costs_co2_transport,-100.0,300.0,0.0,,1.0,investment_costs_co2_transport,%,,,
costs_imported_heat,0.0,500.0,11.56944444444,,0.1,costs_imported_heat,euro,,,
costs_infrastructure_electricity_mv_net,0.0,1500.0,690.0,,1.0,costs_infrastructure_electricity_mv_net,euro,,,
investment_costs_combustion_oil_plant,-100.0,300.0,0.0,,1.0,investment_costs_combustion_oil_plant,%,,,
technical_solar_pv_efficiency,10.0,50.0,17.0,,1.0,technical_solar_pv_efficiency,%,,,
costs_wacc_households,0.0,15.0,2.0,,0.1,costs_wacc_households,%,,,
investment_costs_wind_offshore,-100.0,300.0,0.0,,1.0,investment_costs_wind_offshore,%,,,
costs_co2,0.0,3500.0,7.8,,1.0,costs_co2,euro,,,
investment_costs_households_flexibility_p2p_electricity,-100.0,300.0,0.0,,1.0,investment_costs_households_flexibility_p2p_electricity,%,,,
costs_infrastructure_electricity_offshore_net,0.0,1500.0,1159.0,,1.0,costs_infrastructure_electricity_offshore_net,euro,,,
investment_costs_flexibility_p2h_electricity,-100.0,300.0,0.0,,1.0,investment_costs_flexibility_p2h_electricity,%,,,
investment_costs_households_storage_water_heating,0.0,500.0,50.71375,,0.5,investment_costs_households_storage_water_heating,euro/kWh,,,
om_costs_combustion_coal_plant,-100.0,300.0,0.0,,1.0,om_costs_combustion_coal_plant,%,,,
costs_heat_infra_outdoors,0.0,300.0,100.0,,1.0,costs_heat_infra_outdoors,%,,,
costs_biogas,0.0,200.0,56.999999988000006,,1.0,costs_biogas,euro,,,
om_costs_co2_capture_industry,-100.0,300.0,0.0,,1.0,om_costs_co2_capture_industry,%,,,
costs_gas,0.0,200.0,18.25,,0.1,costs_gas,euro,,,
costs_infrastructure_electricity_lv_net,0.0,1500.0,916.0,,1.0,costs_infrastructure_electricity_lv_net,euro,,,
investment_costs_households_storage_space_heating,0.0,500.0,154.7368,,0.5,investment_costs_households_storage_space_heating,euro/kWh,,,
om_costs_wind_onshore,-100.0,300.0,0.0,,1.0,om_costs_wind_onshore,%,,,
costs_wacc_proven_technologies,0.0,15.0,4.0,,0.1,costs_wacc_proven_technologies,%,,,
om_costs_solar_thermal,-100.0,300.0,0.0,,1.0,om_costs_solar_thermal,%,,,
costs_wood,0.0,1550.0,149.77999800000003,,1.0,costs_wood,euro,,,
investment_costs_gas_heat_pumps,-100.0,300.0,0.0,,1.0,investment_costs_gas_heat_pumps,%,,,
costs_oil,0.0,500.0,45.19974076741209,,1.0,costs_oil,dollar,,,
costs_infrastructure_electricity_interconnector_net,0.0,1500.0,364.0,,1.0,costs_infrastructure_electricity_interconnector_net,euro,,,
investment_costs_solar_concentrated_solar_power,-100.0,300.0,0.0,,1.0,investment_costs_solar_concentrated_solar_power,%,,,
om_costs_wind_offshore,-100.0,300.0,0.0,,1.0,om_costs_wind_offshore,%,,,
investment_costs_batteries,-100.0,300.0,0.0,,1.0,investment_costs_batteries,%,,,
om_costs_combustion_gas_plant,-100.0,300.0,0.0,,1.0,om_costs_combustion_gas_plant,%,,,
costs_co2_free_allocation,0.0,100.0,85.0,,1.0,costs_co2_free_allocation,%,,,
costs_hydrogen_storage,0.0,15.0,3.4,,0.01,costs_hydrogen_storage,euro,,,
investment_costs_electrolyzers,-100.0,300.0,0.0,,1.0,investment_costs_electrolyzers,%,,,
other_useful_demand_useable_heat,-5.0,5.0,0.0,,0.1,other_useful_demand_useable_heat,%,,,
other_useful_demand_electricity,-5.0,5.0,0.0,,0.1,other_useful_demand_electricity,%,,,
other_useful_demand_non_energetic,-5.0,5.0,0.0,,0.1,other_useful_demand_non_energetic,%,,,
transport_ships_share,0.0,100.0,53.870259022534924,freight_transport,0.1,transport_ships_share,%,,,
transport_ship_using_diesel_mix_share,0.0,100.0,100.0,transport_marine,0.1,transport_ship_using_diesel_mix_share,%,,,
transport_ship_using_lng_mix_share,0.0,100.0,0.0,transport_marine,0.1,transport_ship_using_lng_mix_share,%,,,
transport_useful_demand_freight_tonne_kms,-5.0,5.0,0.0,,0.1,transport_useful_demand_freight_tonne_kms,%,,,
transport_trucks_share,0.0,100.0,43.62560584318718,freight_transport,0.1,transport_trucks_share,%,,,
transport_truck_using_hydrogen_share,0.0,100.0,0.0,transport_truck_tech,0.1,transport_truck_using_hydrogen_share,%,,,
transport_truck_using_diesel_mix_share,0.0,100.0,99.49560650048358,transport_truck_tech,0.1,transport_truck_using_diesel_mix_share,%,,,
transport_truck_using_lng_mix_share,0.0,100.0,0.0,transport_truck_tech,0.1,transport_truck_using_lng_mix_share,%,,,
transport_truck_using_compressed_natural_gas_share,0.0,100.0,0.0,transport_truck_tech,0.1,transport_truck_using_compressed_natural_gas_share,%,,,
transport_truck_using_electricity_share,0.0,100.0,0.27592621408206564,transport_truck_tech,0.1,transport_truck_using_electricity_share,%,,,
transport_truck_using_gasoline_mix_share,0.0,100.0,0.22846728543436962,transport_truck_tech,0.1,transport_truck_using_gasoline_mix_share,%,,,
transport_freight_train_using_diesel_mix_share,0.0,100.0,47.4360964930608,transport_freight_train_tech,0.1,transport_freight_train_using_diesel_mix_share,%,,,
transport_freight_train_using_electricity_share,0.0,100.0,52.56390350693919,transport_freight_train_tech,0.1,transport_freight_train_using_electricity_share,%,,,
transport_freight_train_using_coal_share,0.0,100.0,0.0,transport_freight_train_tech,0.1,transport_freight_train_using_coal_share,%,,,
transport_freight_trains_share,0.0,100.0,2.5041351342778975,freight_transport,0.1,transport_freight_trains_share,%,,,
transport_car_using_hydrogen_share,0.0,100.0,0.0006498684441597962,transport_car_tech,0.1,transport_car_using_hydrogen_share,%,,,
transport_car_using_lpg_share,0.0,100.0,2.1822792982122534,transport_car_tech,0.1,transport_car_using_lpg_share,%,,,
transport_car_using_gasoline_mix_share,0.0,100.0,68.37540950709841,transport_car_tech,0.1,transport_car_using_gasoline_mix_share,%,,,
transport_car_using_diesel_mix_share,0.0,100.0,28.915810536884905,transport_car_tech,0.1,transport_car_using_diesel_mix_share,%,,,
transport_car_using_electricity_share,0.0,100.0,0.5258507893602655,transport_car_tech,0.1,transport_car_using_electricity_share,%,,,
transport_cars_share,0.0,100.0,80.71806711894743,passenger_transport,0.1,transport_cars_share,%,,,
transport_car_using_compressed_natural_gas_share,0.0,100.0,0.0,transport_car_tech,0.1,transport_car_using_compressed_natural_gas_share,%,,,
transport_rail_mixer_diesel_biodiesel_share,0.0,100.0,0.0,transport_rail_diesel,0.1,transport_rail_mixer_diesel_biodiesel_share,%,,,
transport_passenger_train_using_diesel_mix_share,0.0,100.0,14.268512297779429,transport_passenger_train_tech,0.1,transport_passenger_train_using_diesel_mix_share,%,,,
transport_passenger_train_using_electricity_share,0.0,100.0,85.73148770222056,transport_passenger_train_tech,0.1,transport_passenger_train_using_electricity_share,%,,,
transport_passenger_train_using_coal_share,0.0,100.0,0.0,transport_passenger_train_tech,0.1,transport_passenger_train_using_coal_share,%,,,
transport_passenger_trains_share,0.0,100.0,6.679152791873519,passenger_transport,0.1,transport_passenger_trains_share,%,,,
transport_trams_share,0.0,100.0,0.0,passenger_transport,0.1,transport_trams_share,%,,,
transport_bus_using_gasoline_mix_share,0.0,100.0,0.0,transport_bus_tech,0.1,transport_bus_using_gasoline_mix_share,%,,,
transport_bus_using_hydrogen_share,0.0,100.0,0.11690821471324245,transport_bus_tech,0.1,transport_bus_using_hydrogen_share,%,,,
transport_bus_using_electricity_share,0.0,100.0,5.403254672824422,transport_bus_tech,0.1,transport_bus_using_electricity_share,%,,,
transport_bus_using_lng_share,0.0,100.0,0.0,transport_bus_tech,0.1,transport_bus_using_lng_share,%,,,
transport_bus_using_diesel_mix_share,0.0,100.0,84.74108195729134,transport_bus_tech,0.1,transport_bus_using_diesel_mix_share,%,,,
transport_bus_using_compressed_natural_gas_share,0.0,100.0,9.738755155170994,transport_bus_tech,0.1,transport_bus_using_compressed_natural_gas_share,%,,,
transport_busses_share,0.0,100.0,3.8413828365574263,passenger_transport,0.1,transport_busses_share,%,,,
transport_plane_using_bio_ethanol_share,0.0,100.0,0.0,transport_aviation,0.1,transport_plane_using_bio_ethanol_share,%,,,
transport_planes_share,0.0,100.0,0.0,passenger_transport,0.1,transport_planes_share,%,,,
transport_plane_using_kerosene_share,0.0,100.0,100.0,transport_aviation,0.1,transport_plane_using_kerosene_share,%,,,
transport_plane_using_gasoline_share,0.0,100.0,0.0,transport_aviation,0.1,transport_plane_using_gasoline_share,%,,,
transport_bicycle_using_electricity_share,0.0,100.0,15.999956546147539,transport_bicycle_tech,0.1,transport_bicycle_using_electricity_share,%,,,
transport_bicycles_share,0.0,100.0,5.735549568555047,passenger_transport,0.1,transport_bicycles_share,%,,,
transport_bicycle_using_human_power_share,0.0,100.0,84.00004345385246,transport_bicycle_tech,0.1,transport_bicycle_using_human_power_share,%,,,
transport_useful_demand_passenger_kms,-5.0,5.0,0.0,,0.1,transport_useful_demand_passenger_kms,%,,,
transport_motorcycle_using_electricity_share,0.0,100.0,10.501760759853122,transport_motorcycle_tech,0.1,transport_motorcycle_using_electricity_share,%,,,
transport_motorcycles_share,0.0,100.0,3.02584768406657,passenger_transport,0.1,transport_motorcycles_share,%,,,
transport_motorcycle_using_gasoline_mix_share,0.0,100.0,89.49823924014689,transport_motorcycle_tech,0.1,transport_motorcycle_using_gasoline_mix_share,%,,,
transport_rail_mixer_diesel_diesel_share,0.0,100.0,100.0,transport_rail_diesel,0.1,transport_rail_mixer_diesel_diesel_share,%,,,
transport_road_mixer_lng_bio_lng_share,0.0,100.0,0.0,transport_lng_road,0.1,transport_road_mixer_lng_bio_lng_share,%,,,
transport_road_mixer_lng_lng_share,0.0,100.0,100.0,transport_lng_road,0.1,transport_road_mixer_lng_lng_share,%,,,
transport_road_mixer_gasoline_gasoline_share,0.0,100.0,91.7376493837688,transport_gasoline,0.1,transport_road_mixer_gasoline_gasoline_share,%,,,
transport_road_mixer_gasoline_ethanol_share,0.0,100.0,8.262350616231187,transport_gasoline,0.1,transport_road_mixer_gasoline_ethanol_share,%,,,
transport_road_mixer_diesel_biodiesel_share,0.0,100.0,2.9041930684749433,transport_diesel,0.1,transport_road_mixer_diesel_biodiesel_share,%,,,
transport_road_mixer_diesel_diesel_share,0.0,100.0,97.09580693152505,transport_diesel,0.1,transport_road_mixer_diesel_diesel_share,%,,,
transport_shipping_mixer_diesel_heavy_fuel_oil_share,0.0,100.0,0.0,transport_diesel_ship,0.1,transport_shipping_mixer_diesel_heavy_fuel_oil_share,%,,,
transport_shipping_mixer_diesel_diesel_share,0.0,100.0,100.0,transport_diesel_ship,0.1,transport_shipping_mixer_diesel_diesel_share,%,,,
transport_shipping_mixer_diesel_lng_share,0.0,100.0,0.0,transport_diesel_ship,0.1,transport_shipping_mixer_diesel_lng_share,%,,,
transport_shipping_mixer_diesel_bio_lng_share,0.0,100.0,0.0,transport_diesel_ship,0.1,transport_shipping_mixer_diesel_bio_lng_share,%,,,
transport_shipping_mixer_diesel_biodiesel_share,0.0,100.0,0.0,transport_diesel_ship,0.1,transport_shipping_mixer_diesel_biodiesel_share,%,,,
transport_shipping_mixer_lng_lng_share,0.0,100.0,100.0,transport_lng_ship,0.1,transport_shipping_mixer_lng_lng_share,%,,,
transport_shipping_mixer_lng_bio_lng_share,0.0,100.0,0.0,transport_lng_ship,0.1,transport_shipping_mixer_lng_bio_lng_share,%,,,
transport_vehicle_using_hydrogen_efficiency,0.0,3.0,0.0,,0.1,transport_vehicle_using_hydrogen_efficiency,%,,,
transport_trains_efficiency,0.0,3.0,0.0,,0.1,transport_trains_efficiency,%,,,
transport_vehicle_using_electricity_efficiency,0.0,3.0,0.0,,0.1,transport_vehicle_using_electricity_efficiency,%,,,
transport_planes_efficiency,0.0,3.0,0.0,,0.1,transport_planes_efficiency,%,,,
transport_vehicle_combustion_engine_efficiency,0.0,3.0,0.0,,0.1,transport_vehicle_combustion_engine_efficiency,%,,,
transport_ships_efficiency,0.0,3.0,0.0,,0.1,transport_ships_efficiency,%,,,
agriculture_burner_hydrogen_share,0.0,100.0,0.0,agri_heat,0.1,agriculture_burner_hydrogen_share,%,,,
agriculture_burner_crude_oil_share,0.0,100.0,0.0,agri_heat,0.1,agriculture_burner_crude_oil_share,%,,,
agriculture_burner_wood_pellets_share,0.0,100.0,0.0,agri_heat,0.1,agriculture_burner_wood_pellets_share,%,,,
agriculture_burner_network_gas_share,0.0,100.0,38.62199235639701,agri_heat,0.1,agriculture_burner_network_gas_share,%,,,
agriculture_useful_demand_electricity,-10.0,10.0,0.0,,0.1,agriculture_useful_demand_electricity,%,,,
agriculture_useful_demand_useable_heat,-10.0,10.0,0.0,,0.1,agriculture_useful_demand_useable_heat,%,,,
agriculture_heatpump_water_water_ts_electricity_share,0.0,100.0,0.0,agri_heat,0.1,agriculture_heatpump_water_water_ts_electricity_share,%,,,
agriculture_geothermal_share,0.0,100.0,0.0,agri_heat,0.1,agriculture_geothermal_share,%,,,
agriculture_final_demand_steam_hot_water_share,0.0,100.0,61.378007643602984,agri_heat,0.1,agriculture_final_demand_steam_hot_water_share,%,,,
industry_chemicals_refineries_burner_crude_oil_share,0.0,100.0,0.0,chemical_refineries_heat,0.1,industry_chemicals_refineries_burner_crude_oil_share,%,,,
industry_chemicals_other_burner_wood_pellets_share,0.0,100.0,0.0,chemical_other_heat,0.1,industry_chemicals_other_burner_wood_pellets_share,%,,,
industry_chemicals_refineries_burner_hydrogen_share,0.0,100.0,0.0,chemical_refineries_heat,0.1,industry_chemicals_refineries_burner_hydrogen_share,%,,,
industry_aluminium_electrolysis_bat_electricity_share,0.0,100.0,0.0,aluminium_production,0.1,industry_aluminium_electrolysis_bat_electricity_share,%,,,
industry_chemicals_refineries_burner_wood_pellets_share,0.0,100.0,0.0,chemical_refineries_heat,0.1,industry_chemicals_refineries_burner_wood_pellets_share,%,,,
industry_other_paper_burner_coal_share,0.0,100.0,0.0,other_paper_heat,0.1,industry_other_paper_burner_coal_share,%,,,
industry_aggregated_other_industry_wood_pellets_share,0.0,100.0,0.0,other_industry_energetic,0.1,industry_aggregated_other_industry_wood_pellets_share,%,,,
industry_chemicals_other_burner_hydrogen_share,0.0,100.0,0.0,chemical_other_heat,0.1,industry_chemicals_other_burner_hydrogen_share,%,,,
industry_steel_blastfurnace_bat_consumption_useable_heat_share,0.0,100.0,0.0,steel_production,0.1,industry_steel_blastfurnace_bat_consumption_useable_heat_share,%,,,
industry_other_metals_process_heat_useable_heat_efficiency,0.0,2.0,0.0,,0.1,industry_other_metals_process_heat_useable_heat_efficiency,%,,,
industry_final_demand_for_chemical_other_steam_hot_water_share,0.0,100.0,0.0,chemical_other_heat,0.1,industry_final_demand_for_chemical_other_steam_hot_water_share,%,,,
industry_aggregated_other_industry_network_gas_share,0.0,100.0,65.28860913008701,other_industry_energetic,0.1,industry_aggregated_other_industry_network_gas_share,%,,,
industry_steel_hisarna_consumption_useable_heat_share,0.0,100.0,0.0,steel_production,0.1,industry_steel_hisarna_consumption_useable_heat_share,%,,,
industry_chemicals_other_heatpump_water_water_electricity_share,0.0,100.0,0.0,chemical_other_heat,0.1,industry_chemicals_other_heatpump_water_water_electricity_share,%,,,
industry_aluminium_production,0.0,2000.0,100.0,,0.1,industry_aluminium_production,%,,,
industry_steel_blastfurnace_current_consumption_useable_heat_share,0.0,100.0,100.0,steel_production,0.1,industry_steel_blastfurnace_current_consumption_useable_heat_share,%,,,
industry_final_demand_for_other_food_steam_hot_water_share,0.0,100.0,0.0,other_food_heat,0.1,industry_final_demand_for_other_food_steam_hot_water_share,%,,,
industry_chemicals_other_crude_oil_non_energetic_share,0.0,100.0,0.0,chemical_other_non_energetic,0.1,industry_chemicals_other_crude_oil_non_energetic_share,%,,,
industry_useful_demand_for_other_food,0.0,300.0,100.0,,0.1,industry_useful_demand_for_other_food,%,,,
industry_chemicals_other_burner_network_gas_share,0.0,100.0,100.0,chemical_other_heat,0.1,industry_chemicals_other_burner_network_gas_share,%,,,
industry_chemicals_other_heater_electricity_share,0.0,100.0,0.0,chemical_other_heat,0.1,industry_chemicals_other_heater_electricity_share,%,,,
industry_useful_demand_for_aggregated_other,0.0,5000.0,100.0,,0.1,industry_useful_demand_for_aggregated_other,%,,,
industry_chemicals_other_steam_recompression_electricity_share,0.0,100.0,0.0,chemical_other_heat,0.1,industry_chemicals_other_steam_recompression_electricity_share,%,,,
industry_other_paper_burner_crude_oil_share,0.0,100.0,0.0,other_paper_heat,0.1,industry_other_paper_burner_crude_oil_share,%,,,
industry_chemicals_fertilizers_steam_methane_reformer_hydrogen_share,0.0,100.0,0.0,hydrogen_production,0.1,industry_chemicals_fertilizers_steam_methane_reformer_hydrogen_share,%,,,
industry_useful_demand_for_chemical_fertilizers,0.0,1000.0,100.0,,0.1,industry_useful_demand_for_chemical_fertilizers,%,,,
industry_other_paper_burner_network_gas_share,0.0,100.0,100.0,other_paper_heat,0.1,industry_other_paper_burner_network_gas_share,%,,,
industry_useful_demand_for_chemical_refineries_useable_heat_efficiency,0.0,5.0,0.0,,0.1,industry_useful_demand_for_chemical_refineries_useable_heat_efficiency,%,,,
industry_final_demand_for_other_paper_steam_hot_water_share,0.0,100.0,0.0,other_paper_heat,0.1,industry_final_demand_for_other_paper_steam_hot_water_share,%,,,
industry_chemicals_fertilizers_burner_crude_oil_share,0.0,100.0,0.0,chemical_fertilizers_heat,0.1,industry_chemicals_fertilizers_burner_crude_oil_share,%,,,
industry_useful_demand_for_other_ict_efficiency,0.0,5.0,0.0,,0.1,industry_useful_demand_for_other_ict_efficiency,%,,,
capacity_of_industry_other_paper_flexibility_p2h_electricity,0.0,353.8053280821918,0.0,,0.1,capacity_of_industry_other_paper_flexibility_p2h_electricity,MW,,,
industry_chemicals_other_burner_crude_oil_share,0.0,100.0,0.0,chemical_other_heat,0.1,industry_chemicals_other_burner_crude_oil_share,%,,,
industry_chemicals_fertilizers_burner_coal_share,0.0,100.0,0.0,chemical_fertilizers_heat,0.1,industry_chemicals_fertilizers_burner_coal_share,%,,,
energy_steel_hisarna_transformation_coal_woodpellets_share,0.0,100.0,0.0,,0.1,energy_steel_hisarna_transformation_coal_woodpellets_share,%,,,
industry_other_food_burner_crude_oil_share,0.0,100.0,0.0,other_food_heat,0.1,industry_other_food_burner_crude_oil_share,%,,,
industry_other_food_burner_coal_share,0.0,100.0,0.0,other_food_heat,0.1,industry_other_food_burner_coal_share,%,,,
industry_useful_demand_for_chemical_refineries,0.0,300.0,100.0,,0.1,industry_useful_demand_for_chemical_refineries,%,,,
industry_useful_demand_for_other_food_efficiency,0.0,5.0,0.0,,0.1,industry_useful_demand_for_other_food_efficiency,%,,,
industry_final_demand_for_chemical_refineries_steam_hot_water_share,0.0,100.0,0.0,chemical_refineries_heat,0.1,industry_final_demand_for_chemical_refineries_steam_hot_water_share,%,,,
capacity_of_industry_chemicals_other_flexibility_p2h_electricity,0.0,61.4266647260274,0.0,,0.1,capacity_of_industry_chemicals_other_flexibility_p2h_electricity,MW,,,
industry_aggregated_other_industry_useable_heat_share,0.0,100.0,0.0,other_industry_energetic,0.1,industry_aggregated_other_industry_useable_heat_share,%,,,
