,min,max,default,share_group,step,code,unit,disabled,cache_error,permitted_values
industry_chemicals_fertilizers_hydrogen_network_share,0.0,100.0,0.0,hydrogen_production,0.1,industry_chemicals_fertilizers_hydrogen_network_share,%,,,
industry_steel_electricfurnace_electricity_share,0.0,100.0,0.0,steel_production,0.1,industry_steel_electricfurnace_electricity_share,%,,,
industry_useful_demand_for_chemical_refineries_electricity_efficiency,0.0,5.0,0.0,,0.1,industry_useful_demand_for_chemical_refineries_electricity_efficiency,%,,,
industry_steel_production,0.0,300.0,100.0,,0.1,industry_steel_production,%,,,
industry_aluminium_electrolysis_current_electricity_share,0.0,100.0,80.0,aluminium_production,0.1,industry_aluminium_electrolysis_current_electricity_share,%,,,
industry_useful_demand_for_chemical_other,0.0,300.0,100.0,,0.1,industry_useful_demand_for_chemical_other,%,,,
industry_chemicals_other_coal_non_energetic_share,0.0,100.0,0.0,chemical_other_non_energetic,0.1,industry_chemicals_other_coal_non_energetic_share,%,,,
industry_other_paper_heater_electricity_share,0.0,100.0,0.0,other_paper_heat,0.1,industry_other_paper_heater_electricity_share,%,,,
industry_chemicals_fertilizers_burner_hydrogen_share,0.0,100.0,0.0,chemical_fertilizers_heat,0.1,industry_chemicals_fertilizers_burner_hydrogen_share,%,,,
industry_chemicals_other_network_gas_non_energetic_share,0.0,100.0,0.0,chemical_other_non_energetic,0.1,industry_chemicals_other_network_gas_non_energetic_share,%,,,
industry_chemicals_refineries_burner_network_gas_share,0.0,100.0,0.0,chemical_refineries_heat,0.1,industry_chemicals_refineries_burner_network_gas_share,%,,,
industry_useful_demand_for_other_paper,0.0,300.0,100.0,,0.1,industry_useful_demand_for_other_paper,%,,,
industry_useful_demand_for_other_paper_efficiency,0.0,5.0,0.0,,0.1,industry_useful_demand_for_other_paper_efficiency,%,,,
industry_other_food_burner_network_gas_share,0.0,100.0,100.0,other_food_heat,0.1,industry_other_food_burner_network_gas_share,%,,,
industry_useful_demand_for_other_ict,0.0,3000.0,100.0,,0.1,industry_useful_demand_for_other_ict,%,,,
industry_useful_demand_for_chemical_fertilizers_electricity_efficiency,0.0,5.0,0.0,,0.1,industry_useful_demand_for_chemical_fertilizers_electricity_efficiency,%,,,
industry_useful_demand_for_chemical_aggregated_industry_electricity_efficiency,0.0,5.0,0.0,,0.1,industry_useful_demand_for_chemical_aggregated_industry_electricity_efficiency,%,,,
industry_useful_demand_for_chemical_other_useable_heat_efficiency,-10.0,10.0,0.0,,0.1,industry_useful_demand_for_chemical_other_useable_heat_efficiency,%,,,
industry_chemicals_other_wood_pellets_non_energetic_share,0.0,100.0,0.0,chemical_other_non_energetic,0.1,industry_chemicals_other_wood_pellets_non_energetic_share,%,,,
industry_aluminium_smeltoven_electricity_share,0.0,100.0,19.999999999999986,aluminium_production,0.1,industry_aluminium_smeltoven_electricity_share,%,,,
industry_useful_demand_for_chemical_fertilizers_useable_heat_efficiency,0.0,5.0,0.0,,0.1,industry_useful_demand_for_chemical_fertilizers_useable_heat_efficiency,%,,,
industry_useful_demand_for_chemical_aggregated_industry,0.0,300.0,100.0,,0.1,industry_useful_demand_for_chemical_aggregated_industry,%,,,
industry_chemicals_fertilizers_burner_network_gas_share,0.0,100.0,0.0,chemical_fertilizers_heat,0.1,industry_chemicals_fertilizers_burner_network_gas_share,%,,,
industry_chemicals_refineries_burner_coal_share,0.0,100.0,0.0,chemical_refineries_heat,0.1,industry_chemicals_refineries_burner_coal_share,%,,,
industry_aggregated_other_industry_coal_share,0.0,100.0,0.0,other_industry_energetic,0.1,industry_aggregated_other_industry_coal_share,%,,,
industry_aluminium_carbothermalreduction_electricity_share,0.0,100.0,0.0,aluminium_production,0.1,industry_aluminium_carbothermalreduction_electricity_share,%,,,
industry_other_metals_process_electricity_efficiency,0.0,2.0,0.0,,0.1,industry_other_metals_process_electricity_efficiency,%,,,
industry_other_paper_burner_wood_pellets_share,0.0,100.0,0.0,other_paper_heat,0.1,industry_other_paper_burner_wood_pellets_share,%,,,
industry_aggregated_other_industry_hydrogen_share,0.0,100.0,0.0,other_industry_energetic,0.1,industry_aggregated_other_industry_hydrogen_share,%,,,
industry_useful_demand_for_chemical_other_electricity_efficiency,-10.0,10.0,0.0,,0.1,industry_useful_demand_for_chemical_other_electricity_efficiency,%,,,
industry_aggregated_other_industry_electricity_share,0.0,100.0,34.711390869913004,other_industry_energetic,0.1,industry_aggregated_other_industry_electricity_share,%,,,
industry_other_food_burner_wood_pellets_share,0.0,100.0,0.0,other_food_heat,0.1,industry_other_food_burner_wood_pellets_share,%,,,
capacity_of_industry_other_food_flexibility_p2h_electricity,0.0,413.9450992009132,0.0,,0.1,capacity_of_industry_other_food_flexibility_p2h_electricity,MW,,,
industry_other_food_heater_electricity_share,0.0,100.0,0.0,other_food_heat,0.1,industry_other_food_heater_electricity_share,%,,,
industry_other_metals_production,0.0,300.0,100.0,,0.1,industry_other_metals_production,%,,,
industry_chemicals_other_burner_coal_share,0.0,100.0,0.0,chemical_other_heat,0.1,industry_chemicals_other_burner_coal_share,%,,,
capacity_of_industry_chemicals_refineries_flexibility_p2h_electricity,0.0,1.0,0.0,,0.1,capacity_of_industry_chemicals_refineries_flexibility_p2h_electricity,MW,,,
industry_chemicals_other_hydrogen_non_energetic_share,0.0,100.0,0.0,chemical_other_non_energetic,0.1,industry_chemicals_other_hydrogen_non_energetic_share,%,,,
industry_aggregated_other_industry_crude_oil_share,0.0,100.0,0.0,other_industry_energetic,0.1,industry_aggregated_other_industry_crude_oil_share,%,,,
industry_final_demand_for_chemical_fertilizers_steam_hot_water_share,0.0,100.0,0.0,chemical_fertilizers_heat,0.1,industry_final_demand_for_chemical_fertilizers_steam_hot_water_share,%,,,
industry_chemicals_fertilizers_burner_wood_pellets_share,0.0,100.0,0.0,chemical_fertilizers_heat,0.1,industry_chemicals_fertilizers_burner_wood_pellets_share,%,,,
industry_useful_demand_for_chemical_aggregated_industry_useable_heat_efficiency,0.0,5.0,0.0,,0.1,industry_useful_demand_for_chemical_aggregated_industry_useable_heat_efficiency,%,,,
industry_other_paper_burner_hydrogen_share,0.0,100.0,0.0,other_paper_heat,0.1,industry_other_paper_burner_hydrogen_share,%,,,
industry_other_food_burner_hydrogen_share,0.0,100.0,0.0,other_food_heat,0.1,industry_other_food_burner_hydrogen_share,%,,,
households_useful_demand_cooking_per_person,-5.0,5.0,0.0,,0.1,households_useful_demand_cooking_per_person,%,,,
households_useful_demand_lighting,-5.0,5.0,0.0,,0.1,households_useful_demand_lighting,%,,,
households_useful_demand_electric_appliances,-5.0,5.0,0.0,,0.1,households_useful_demand_electric_appliances,%,,,
households_useful_demand_heat_per_person,-5.0,5.0,0.0,,0.1,households_useful_demand_heat_per_person,%,,,
households_lighting_incandescent_electricity_share,0.0,100.0,47.97687861271676,lighting_households,0.1,households_lighting_incandescent_electricity_share,%,,,
households_lighting_efficient_fluorescent_electricity_share,0.0,100.0,46.24277456647398,lighting_households,0.1,households_lighting_efficient_fluorescent_electricity_share,%,,,
households_lighting_led_electricity_share,0.0,100.0,5.780346820809248,lighting_households,0.1,households_lighting_led_electricity_share,%,,,
households_heater_heatpump_air_water_electricity_share,0.0,100.0,0.37451398710689365,heating_households,0.1,households_heater_heatpump_air_water_electricity_share,%,,,
households_heater_coal_share,0.0,100.0,0.0,heating_households,0.1,households_heater_coal_share,%,,,
households_heater_heatpump_ground_water_electricity_share,0.0,100.0,0.4993519828091918,heating_households,0.1,households_heater_heatpump_ground_water_electricity_share,%,,,
households_heater_electricity_share,0.0,100.0,1.8725699355344663,heating_households,0.1,households_heater_electricity_share,%,,,
households_heater_network_gas_share,0.0,100.0,2.7042822380813916,heating_households,0.1,households_heater_network_gas_share,%,,,
households_heater_wood_pellets_share,0.0,100.0,5.785406499688663,heating_households,0.1,households_heater_wood_pellets_share,%,,,
households_heater_hybrid_hydrogen_heatpump_air_water_electricity_share,0.0,100.0,0.0,heating_households,0.1,households_heater_hybrid_hydrogen_heatpump_air_water_electricity_share,%,,,
households_heater_hybrid_heatpump_air_water_electricity_share,0.0,100.0,0.09485698689375624,heating_households,0.1,households_heater_hybrid_heatpump_air_water_electricity_share,%,,,
households_heater_combined_network_gas_share,0.0,100.0,86.80745984241267,heating_households,0.1,households_heater_combined_network_gas_share,%,,,
households_heater_district_heating_steam_hot_water_share,0.0,100.0,1.8615585274729654,heating_households,0.1,households_heater_district_heating_steam_hot_water_share,%,,,
households_heater_crude_oil_share,0.0,100.0,0.0,heating_households,0.1,households_heater_crude_oil_share,%,,,
households_water_heater_solar_thermal_share,0.0,100.0,0.0,,0.1,households_water_heater_solar_thermal_share,%,,,
households_useful_demand_hot_water_share,-5.0,5.0,0.0,,0.1,households_useful_demand_hot_water_share,%,,,
households_appliances_dishwasher_electricity_efficiency,-34.0,35.0,0.0,,0.1,households_appliances_dishwasher_electricity_efficiency,%,,,
households_appliances_fridge_freezer_electricity_efficiency,-132.0,66.0,0.0,,0.1,households_appliances_fridge_freezer_electricity_efficiency,%,,,
households_appliances_television_electricity_efficiency,-93.0,92.0,0.0,,0.1,households_appliances_television_electricity_efficiency,%,,,
households_appliances_computer_media_electricity_efficiency,-20.0,80.0,0.0,,0.1,households_appliances_computer_media_electricity_efficiency,%,,,
households_appliances_clothes_dryer_electricity_efficiency,-36.0,69.0,0.0,,0.1,households_appliances_clothes_dryer_electricity_efficiency,%,,,
households_appliances_vacuum_cleaner_electricity_efficiency,-15.0,75.0,0.0,,0.1,households_appliances_vacuum_cleaner_electricity_efficiency,%,,,
households_appliances_washing_machine_electricity_efficiency,-56.0,28.0,0.0,,0.1,households_appliances_washing_machine_electricity_efficiency,%,,,
households_appliances_other_electricity_efficiency,-20.0,80.0,0.0,,0.1,households_appliances_other_electricity_efficiency,%,,,
households_cooling_airconditioning_electricity_share,0.0,100.0,91.16279069807722,cooling_households,0.1,households_cooling_airconditioning_electricity_share,%,,,
households_useful_demand_for_cooling,-15.0,15.0,0.0,,0.1,households_useful_demand_for_cooling,%,,,
households_cooling_heatpump_air_water_electricity_share,0.0,100.0,0.0,cooling_households,0.1,households_cooling_heatpump_air_water_electricity_share,%,,,
households_cooling_heatpump_ground_water_electricity_share,0.0,100.0,8.837209301922769,cooling_households,0.1,households_cooling_heatpump_ground_water_electricity_share,%,,,
households_cooker_halogen_electricity_share,0.0,100.0,20.979032208977735,cooking,0.1,households_cooker_halogen_electricity_share,%,,,
households_cooker_induction_electricity_share,0.0,100.0,7.953318548708695,cooking,0.1,households_cooker_induction_electricity_share,%,,,
households_cooker_network_gas_share,0.0,100.0,67.51868758868437,cooking,0.1,households_cooker_network_gas_share,%,,,
households_cooker_resistive_electricity_share,0.0,100.0,2.7085604964642616,cooking,0.1,households_cooker_resistive_electricity_share,%,,,
households_cooker_wood_pellets_share,0.0,100.0,0.8404011571649316,cooking,0.1,households_cooker_wood_pellets_share,%,,,
households_apartments_share,0.0,100.0,24.837899999999998,housing_stock,0.1,households_apartments_share,%,,,
households_behavior_standby_killer_turn_off_appliances,0.0,100.0,0.0,,0.1,households_behavior_standby_killer_turn_off_appliances,%,,,
households_insulation_level_terraced_houses,20.721600000000002,69.0,20.721600000000002,,0.1,households_insulation_level_terraced_houses,%,,,
households_corner_houses_share,0.0,100.0,15.3798,housing_stock,0.1,households_corner_houses_share,%,,,
households_detached_houses_share,0.0,100.0,17.908199999999997,housing_stock,0.1,households_detached_houses_share,%,,,
households_insulation_level_apartments,18.328400000000002,67.0,18.328400000000002,,0.1,households_insulation_level_apartments,%,,,
households_insulation_level_semi_detached_houses,12.4527,69.0,12.4527,,0.1,households_insulation_level_semi_detached_houses,%,,,
households_behavior_turn_off_the_light,0.0,100.0,0.0,,0.1,households_behavior_turn_off_the_light,%,,,
households_semi_detached_houses_share,0.0,100.0,11.9914,housing_stock,0.1,households_semi_detached_houses_share,%,,,
households_behavior_low_temperature_washing,0.0,100.0,0.0,,0.1,households_behavior_low_temperature_washing,%,,,
households_number_of_residences,0.0,3575956.0,893989.0,,0.01,households_number_of_residences,#,,,
households_behavior_close_windows_turn_off_heating,0.0,100.0,0.0,,0.1,households_behavior_close_windows_turn_off_heating,%,,,
households_solar_pv_solar_radiation_market_penetration,0.0,100.0,3.818888533510171,,0.1,households_solar_pv_solar_radiation_market_penetration,%,,,
households_insulation_level_corner_houses,20.4362,69.0,20.4362,,0.1,households_insulation_level_corner_houses,%,,,
households_terraced_houses_share,0.0,100.0,29.8827,housing_stock,0.1,households_terraced_houses_share,%,,,
households_insulation_level_detached_houses,11.505700000000001,67.0,11.505700000000001,,0.1,households_insulation_level_detached_houses,%,,,
households_number_of_inhabitants,1.0300515,4.120206,2.060103,,0.01,households_number_of_inhabitants,#,,,
bunkers_useful_demand_planes,-10.0,10.0,0.0,,0.1,bunkers_useful_demand_planes,%,,,
bunkers_allocated_percentage_shipping,0.0,100.0,0.0,,0.1,bunkers_allocated_percentage_shipping,%,,,
bunkers_plane_using_kerosene_share,0.0,100.0,100.0,bunkers_aviation,0.1,bunkers_plane_using_kerosene_share,%,,,
bunkers_ship_using_lng_share,0.0,100.0,0.0,bunkers_shipping,0.1,bunkers_ship_using_lng_share,%,,,
bunkers_plane_using_bio_kerosene_share,0.0,100.0,0.0,bunkers_aviation,0.1,bunkers_plane_using_bio_kerosene_share,%,,,
bunkers_useful_demand_ships,-5.0,5.0,0.0,,0.1,bunkers_useful_demand_ships,%,,,
bunkers_ship_using_heavy_fuel_oil_share,0.0,100.0,100.0,bunkers_shipping,0.1,bunkers_ship_using_heavy_fuel_oil_share,%,,,
bunkers_allocated_percentage_aviation,0.0,100.0,0.0,,0.1,bunkers_allocated_percentage_aviation,%,,,
buildings_useful_demand_for_appliances,0.0,5.0,0.0,,0.1,buildings_useful_demand_for_appliances,%,,,
buildings_lighting_savings_from_daylight_control_light,0.0,100.0,20.511,,0.1,buildings_lighting_savings_from_daylight_control_light,%,,,
buildings_lighting_savings_from_motion_detection_light,0.0,100.0,26.52,,0.1,buildings_lighting_savings_from_motion_detection_light,%,,,
buildings_useful_demand_cooling,-15.0,15.0,0.0,,0.1,buildings_useful_demand_cooling,%,,,
buildings_insulation_level,43.892900000000004,74.0,43.892900000000004,,0.1,buildings_insulation_level,%,,,
buildings_space_heater_solar_thermal_share,0.0,100.0,0.0,,0.1,buildings_space_heater_solar_thermal_share,%,,,
buildings_solar_pv_solar_radiation_market_penetration,0.0,100.0,3.205093565945222,,0.1,buildings_solar_pv_solar_radiation_market_penetration,%,,,
buildings_useful_demand_electricity,-5.0,5.0,0.0,,0.1,buildings_useful_demand_electricity,%,,,
number_of_buildings,-5.0,5.0,0.0,,0.1,number_of_buildings,%,,,
buildings_useful_demand_for_space_heating,-5.0,5.0,0.0,,0.1,buildings_useful_demand_for_space_heating,%,,,
buildings_lighting_standard_fluorescent_electricity_share,0.0,100.0,91.20679199514858,lighting_buildings,0.1,buildings_lighting_standard_fluorescent_electricity_share,%,,,
buildings_lighting_efficient_fluorescent_electricity_share,0.0,100.0,6.064281382656156,lighting_buildings,0.1,buildings_lighting_efficient_fluorescent_electricity_share,%,,,
buildings_lighting_led_electricity_share,0.0,100.0,2.72892662219527,lighting_buildings,0.1,buildings_lighting_led_electricity_share,%,,,
buildings_space_heater_wood_pellets_share,0.0,100.0,11.092683626564716,heating_buildings,0.1,buildings_space_heater_wood_pellets_share,%,,,
buildings_space_heater_network_gas_share,0.0,100.0,79.11217665033634,heating_buildings,0.1,buildings_space_heater_network_gas_share,%,,,
buildings_space_heater_electricity_share,0.0,100.0,0.0,heating_buildings,0.1,buildings_space_heater_electricity_share,%,,,
buildings_space_heater_district_heating_steam_hot_water_share,0.0,100.0,7.673444537483028,heating_buildings,0.1,buildings_space_heater_district_heating_steam_hot_water_share,%,,,
buildings_space_heater_crude_oil_share,0.0,100.0,0.0,heating_buildings,0.1,buildings_space_heater_crude_oil_share,%,,,
buildings_space_heater_collective_heatpump_water_water_ts_electricity_share,0.0,100.0,2.1216951856159105,heating_buildings,0.1,buildings_space_heater_collective_heatpump_water_water_ts_electricity_share,%,,,
buildings_space_heater_heatpump_air_water_network_gas_share,0.0,100.0,0.0,heating_buildings,0.1,buildings_space_heater_heatpump_air_water_network_gas_share,%,,,
buildings_space_heater_coal_share,0.0,100.0,0.0,heating_buildings,0.1,buildings_space_heater_coal_share,%,,,
buildings_cooling_heatpump_air_water_network_gas_share,0.0,100.0,0.0,cooling_buildings,0.1,buildings_cooling_heatpump_air_water_network_gas_share,%,,,
buildings_cooling_airconditioning_share,0.0,100.0,95.40205078233139,cooling_buildings,0.1,buildings_cooling_airconditioning_share,%,,,
buildings_cooling_collective_heatpump_water_water_ts_electricity_share,0.0,100.0,4.597949217668607,cooling_buildings,0.1,buildings_cooling_collective_heatpump_water_water_ts_electricity_share,%,,,
energy_production_bio_ethanol_both,0.0,0.0,0.0,,,energy_production_bio_ethanol_both,,,,
energy_production_dry_biomass_both,0.0,0.0,0.0,,,energy_production_dry_biomass_both,,,,
energy_production_bio_oil_both,0.0,0.0,0.0,,,energy_production_bio_oil_both,,,,
number_of_energy_power_wind_turbine_inland_present,0.0,24637.95,25.36651234567901,,0.01,number_of_energy_power_wind_turbine_inland_present,#,,,
energy_distribution_dry_biomass_both,0.0,0.0,0.0,,,energy_distribution_dry_biomass_both,,,,
number_of_energy_power_ultra_supercritical_network_gas_present,0.0,3.638945405867721,0.0,,0.01,number_of_energy_power_ultra_supercritical_network_gas_present,#,,,
number_of_energy_chp_supercritical_waste_mix_present,0.0,48.51927207823628,0.0,,0.01,number_of_energy_chp_supercritical_waste_mix_present,#,,,
number_of_energy_power_combined_cycle_network_gas_present,0.0,3.6389454058677204,0.0,,0.01,number_of_energy_power_combined_cycle_network_gas_present,#,,,
number_of_energy_power_supercritical_coal_present,0.0,3.6798324328999423,0.0,,0.01,number_of_energy_power_supercritical_coal_present,#,,,
energy_extraction_crude_oil_both,0.0,0.0,0.0,,,energy_extraction_crude_oil_both,,,,
energy_production_woodpellets_both,0.0,0.0,0.0,,,energy_production_woodpellets_both,,,,
energy_production_biodiesel_both,0.0,0.0,0.0,,,energy_production_biodiesel_both,,,,
number_of_energy_power_ultra_supercritical_cofiring_coal_present,0.0,3.9855116349979784,0.0,,0.01,number_of_energy_power_ultra_supercritical_cofiring_coal_present,#,,,
energy_extraction_natural_gas_both,0.0,0.0,0.0,,,energy_extraction_natural_gas_both,,,,
number_of_energy_chp_ultra_supercritical_coal_present,0.0,4.184800294248798,0.0,,0.01,number_of_energy_chp_ultra_supercritical_coal_present,#,,,
number_of_energy_power_wind_turbine_coastal_present,0.0,9.194999999999999,0.0,,0.01,number_of_energy_power_wind_turbine_coastal_present,#,,,
number_of_energy_chp_ultra_supercritical_cofiring_coal_present,0.0,4.524082061127271,0.0,,0.01,number_of_energy_chp_ultra_supercritical_cofiring_coal_present,#,,,
number_of_energy_power_ultra_supercritical_coal_present,0.0,3.638945405867721,0.0,,0.01,number_of_energy_power_ultra_supercritical_coal_present,#,,,
number_of_energy_heater_for_heat_network_waste_mix_present,0.0,38.480108520265155,5.070282192889798,,0.01,number_of_energy_heater_for_heat_network_waste_mix_present,#,,,
number_of_energy_power_hydro_river_present,0.0,456.2933690633974,1.7450850452838527,,0.01,number_of_energy_power_hydro_river_present,#,,,
number_of_energy_power_combined_cycle_coal_present,0.0,3.853001017977587,0.0,,0.01,number_of_energy_power_combined_cycle_coal_present,#,,,
energy_production_biogas_both,0.0,0.0,0.0,,,energy_production_biogas_both,,,,
number_of_energy_heater_for_heat_network_network_gas_present,0.0,281.6743943683409,3.0436656519533227,,0.01,number_of_energy_heater_for_heat_network_network_gas_present,#,,,
number_of_energy_power_nuclear_gen2_uranium_oxide_present,0.0,1.7259820106882469,0.0,,0.01,number_of_energy_power_nuclear_gen2_uranium_oxide_present,#,,,
number_of_energy_power_wind_turbine_offshore_present,0.0,25000.0,0.0,,0.01,number_of_energy_power_wind_turbine_offshore_present,#,,,
number_of_energy_heater_for_heat_network_wood_pellets_present,0.0,84.48542122625702,4.493149117512875,,0.01,number_of_energy_heater_for_heat_network_wood_pellets_present,#,,,
number_of_energy_chp_combined_cycle_network_gas_present,0.0,24.259636039118135,0.0,,0.01,number_of_energy_chp_combined_cycle_network_gas_present,#,,,
energy_production_wood_both,0.0,0.0,0.0,,,energy_production_wood_both,,,,
other_useful_demand_non_energetic_both,,,,,,other_useful_demand_non_energetic_both,%,True,Non-numeric GQL value,
transport_car_using_lpg_share_present,0.0,100.0,2.1822792982122534,transport_car_tech_present,0.1,transport_car_using_lpg_share_present,%,,,
transport_car_using_electricity_share_present,0.0,100.0,0.5258507893602655,transport_car_tech_present,0.1,transport_car_using_electricity_share_present,%,,,
transport_car_using_gasoline_mix_share_present,0.0,100.0,68.37540950709841,transport_car_tech_present,0.1,transport_car_using_gasoline_mix_share_present,%,,,
transport_car_using_hydrogen_share_present,0.0,100.0,0.0006498684441597962,transport_car_tech_present,0.1,transport_car_using_hydrogen_share_present,%,,,
transport_car_using_diesel_mix_share_present,0.0,100.0,28.915810536884905,transport_car_tech_present,0.1,transport_car_using_diesel_mix_share_present,%,,,
transport_useful_demand_car_kms_both,-5.0,5.0,0.0,,0.1,transport_useful_demand_car_kms_both,%,,,
transport_car_using_compressed_natural_gas_share_present,0.0,100.0,0.0,transport_car_tech_present,0.1,transport_car_using_compressed_natural_gas_share_present,%,,,
transport_ship_using_diesel_mix_share_present,0.0,100.0,100.0,transport_marine_present,0.1,transport_ship_using_diesel_mix_share_present,%,,,
transport_useful_demand_ship_kms_both,-5.0,10.0,0.0,,0.1,transport_useful_demand_ship_kms_both,%,,,
transport_ship_using_lng_mix_share_present,0.0,100.0,0.0,transport_marine_present,0.1,transport_ship_using_lng_mix_share_present,%,,,
transport_useful_demand_planes_both,-5.0,5.0,0.0,,0.1,transport_useful_demand_planes_both,%,,,
transport_truck_using_compressed_natural_gas_share_present,0.0,100.0,0.0,transport_truck_tech_present,0.1,transport_truck_using_compressed_natural_gas_share_present,%,,,
transport_truck_using_gasoline_mix_share_present,0.0,100.0,0.22846728543436962,transport_truck_tech_present,0.1,transport_truck_using_gasoline_mix_share_present,%,,,
transport_useful_demand_truck_kms_both,-5.0,5.0,0.0,,0.1,transport_useful_demand_truck_kms_both,%,,,
transport_truck_using_diesel_mix_share_present,0.0,100.0,99.49560650048358,transport_truck_tech_present,0.1,transport_truck_using_diesel_mix_share_present,%,,,
transport_truck_using_lng_mix_share_present,0.0,100.0,0.0,transport_truck_tech_present,0.1,transport_truck_using_lng_mix_share_present,%,,,
transport_truck_using_electricity_share_present,0.0,100.0,0.27592621408206564,transport_truck_tech_present,0.1,transport_truck_using_electricity_share_present,%,,,
transport_road_mixer_diesel_biodiesel_share_present,0.0,100.0,2.9041930684749433,transport_diesel_present,0.1,transport_road_mixer_diesel_biodiesel_share_present,%,,,
transport_road_mixer_diesel_diesel_share_present,0.0,100.0,97.09580693152505,transport_diesel_present,0.1,transport_road_mixer_diesel_diesel_share_present,%,,,
transport_road_mixer_gasoline_gasoline_share_present,0.0,100.0,91.7376493837688,transport_gasoline_present,0.1,transport_road_mixer_gasoline_gasoline_share_present,%,,,
transport_road_mixer_gasoline_ethanol_share_present,0.0,100.0,8.262350616231187,transport_gasoline_present,0.1,transport_road_mixer_gasoline_ethanol_share_present,%,,,
transport_useful_demand_trains_both,-5.0,5.0,0.0,,0.1,transport_useful_demand_trains_both,%,,,
transport_train_using_coal_share_present,0.0,100.0,0.0,transport_train_tech_present,0.1,transport_train_using_coal_share_present,%,,,
transport_train_using_diesel_share_present,0.0,100.0,0.0,transport_train_tech_present,0.1,transport_train_using_diesel_share_present,%,,,
transport_train_using_electricity_share_present,0.0,100.0,85.73148770222056,transport_train_tech_present,0.1,transport_train_using_electricity_share_present,%,,,
agriculture_useful_demand_useable_heat_both,,,,,,agriculture_useful_demand_useable_heat_both,%,True,Non-numeric GQL value,
agriculture_burner_wood_pellets_share_present,0.0,100.0,0.0,agri_heat_present,0.1,agriculture_burner_wood_pellets_share_present,%,,,
number_of_agriculture_chp_supercritical_wood_pellets_present,0.0,1.0,0.0,,0.01,number_of_agriculture_chp_supercritical_wood_pellets_present,#,,,
agriculture_heatpump_water_water_ts_electricity_share_present,0.0,100.0,0.0,agri_heat_present,0.1,agriculture_heatpump_water_water_ts_electricity_share_present,%,,,
agriculture_burner_network_gas_share_present,0.0,100.0,38.62199235639701,agri_heat_present,0.1,agriculture_burner_network_gas_share_present,%,,,
number_of_agriculture_chp_engine_network_gas_present,0.0,1.0,0.0,,0.01,number_of_agriculture_chp_engine_network_gas_present,#,,,
agriculture_geothermal_share_present,0.0,100.0,0.0,agri_heat_present,0.1,agriculture_geothermal_share_present,%,,,
agriculture_useful_demand_electricity_both,,,,,,agriculture_useful_demand_electricity_both,%,True,Non-numeric GQL value,
number_of_agriculture_chp_engine_biogas_present,0.0,1.0,0.0,,0.01,number_of_agriculture_chp_engine_biogas_present,#,,,
agriculture_burner_crude_oil_share_present,0.0,100.0,0.0,agri_heat_present,0.1,agriculture_burner_crude_oil_share_present,%,,,
agriculture_final_demand_steam_hot_water_share_present,0.0,100.0,61.378007643602984,agri_heat_present,0.1,agriculture_final_demand_steam_hot_water_share_present,%,,,
industry_useful_demand_for_other_ict_both,0.0,500.0,100.0,,0.1,industry_useful_demand_for_other_ict_both,%,,,
industry_chemicals_other_burner_network_gas_share_present,0.0,100.0,0.0,chemical_other_heat_present,0.1,industry_chemicals_other_burner_network_gas_share_present,%,,,
industry_other_paper_burner_coal_share_present,0.0,100.0,0.0,other_paper_heat_present,0.1,industry_other_paper_burner_coal_share_present,%,,,
industry_useful_demand_for_chemical_other_useable_heat_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_chemical_other_useable_heat_both,%,,,
industry_useful_demand_for_other_minerals_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_minerals_both,%,,,
industry_final_demand_for_other_paper_steam_hot_water_share_present,0.0,100.0,0.0,other_paper_heat_present,0.1,industry_final_demand_for_other_paper_steam_hot_water_share_present,%,,,
industry_useful_demand_for_chemical_fertilizers_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_chemical_fertilizers_both,%,,,
industry_chemicals_fertilizers_burner_wood_pellets_share_present,0.0,100.0,0.0,chemical_fertilizers_heat_present,0.1,industry_chemicals_fertilizers_burner_wood_pellets_share_present,%,,,
industry_chemicals_other_burner_crude_oil_share_present,0.0,100.0,0.0,chemical_other_heat_present,0.1,industry_chemicals_other_burner_crude_oil_share_present,%,,,
industry_chemicals_fertilizers_burner_coal_share_present,0.0,100.0,0.0,chemical_fertilizers_heat_present,0.1,industry_chemicals_fertilizers_burner_coal_share_present,%,,,
industry_other_food_burner_network_gas_share_present,0.0,100.0,0.0,other_food_heat_present,0.1,industry_other_food_burner_network_gas_share_present,%,,,
industry_useful_demand_for_chemical_other_crude_oil_non_energetic_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_chemical_other_crude_oil_non_energetic_both,%,,,
industry_final_demand_for_chemical_refineries_steam_hot_water_share_present,0.0,100.0,0.0,chemical_refineries_heat_present,0.1,industry_final_demand_for_chemical_refineries_steam_hot_water_share_present,%,,,
industry_chemicals_other_steam_recompression_electricity_share_present,0.0,100.0,0.0,chemical_other_heat_present,0.1,industry_chemicals_other_steam_recompression_electricity_share_present,%,,,
industry_useful_demand_for_other_machinery_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_machinery_both,%,,,
industry_useful_demand_for_other_transport_equipment_both,0.0,250.0,100.0,,0.1,industry_useful_demand_for_other_transport_equipment_both,%,,,
